Year,Country / territory of asylum/residence,Origin,Population type,Value
1998,Cameroon,Burundi,Returnees,2
1998,Cameroon,Dem. Rep. of the Congo,Returnees,5
1998,Cameroon,Congo,Returnees,200
1998,Cameroon,Liberia,Returnees,2
1998,Cameroon,Chad,Returnees,3
1998,Dem. Rep. of the Congo,Angola,Returnees,15597
1998,Dem. Rep. of the Congo,Burundi,Returnees,8024
1998,Dem. Rep. of the Congo,Burkina Faso,Returnees,1
1998,Dem. Rep. of the Congo,Congo,Returnees,25000
1998,Dem. Rep. of the Congo,Rwanda,Returnees,2419
1998,Dem. Rep. of the Congo,Uganda,Returnees,630
1998,Dem. Rep. of the Congo,South Africa,Returnees,6
1998,Congo,Angola,Returnees,1045
1998,Congo,Chad,Returnees,2
1998,Costa Rica,Nicaragua,Returnees,35
1998,Costa Rica,El Salvador,Returnees,10
1998,Cuba,Burundi,Returnees,1
1998,Cuba,Chile,Returnees,4
1998,Cuba,Guatemala,Returnees,4
1998,Cuba,Haiti,Returnees,1
1998,Cuba,Namibia,Returnees,1
1998,Czech Rep.,Bosnia and Herzegovina,Returnees,5
1998,Germany,Bosnia and Herzegovina,Returnees,98050
1998,Germany,Cambodia,Returnees,1
1998,Djibouti,Burundi,Returnees,1
1998,Djibouti,Dem. Rep. of the Congo,Returnees,1
1998,Djibouti,Ethiopia,Returnees,1031
1998,Djibouti,Somalia,Returnees,243
1998,Denmark,Bosnia and Herzegovina,Returnees,187
1998,Algeria,Mali,Returnees,20839
1998,Algeria,Niger,Returnees,3830
1998,Ecuador,Colombia,Returnees,1
1998,Egypt,Liberia,Returnees,2
1998,Egypt,Rwanda,Returnees,3
1998,Egypt,Sudan,Returnees,5
1998,Egypt,Sierra Leone,Returnees,10
1998,Egypt,Somalia,Returnees,6
1998,Spain,Bosnia and Herzegovina,Returnees,1
1998,Ethiopia,Somalia,Returnees,47881
1998,Ethiopia,South Africa,Returnees,1
1998,Finland,Bosnia and Herzegovina,Returnees,13
1998,France,Bosnia and Herzegovina,Returnees,12
1998,France,Cambodia,Returnees,1
1998,Gabon,Dem. Rep. of the Congo,Returnees,6
1998,Gabon,Equatorial Guinea,Returnees,1
1998,United Kingdom,Angola,Returnees,1
1998,United Kingdom,Bosnia and Herzegovina,Returnees,15
1998,Ghana,Ethiopia,Returnees,1
1998,Ghana,Liberia,Returnees,2515
1998,Ghana,Sudan,Returnees,2
1998,Ghana,Sierra Leone,Returnees,21
1998,Ghana,Togo,Returnees,494
1998,Guinea,Liberia,Returnees,135786
1998,Guinea,Russian Federation,Returnees,5
1998,Guinea,Sierra Leone,Returnees,115000
1998,Gambia,Liberia,Returnees,16
1998,Gambia,Sierra Leone,Returnees,634
1998,Guatemala,Nicaragua,Returnees,53
1998,Guatemala,El Salvador,Returnees,25
1998,"China, Hong Kong SAR",Central African Rep.,Returnees,1
1998,"China, Hong Kong SAR",Cameroon,Returnees,1
1998,"China, Hong Kong SAR",Viet Nam,Returnees,54
1998,Croatia,Bosnia and Herzegovina,Returnees,2921
1998,Hungary,Bosnia and Herzegovina,Returnees,3
1998,Indonesia,Somalia,Returnees,1
1998,Indonesia,Viet Nam,Returnees,1
1998,India,Afghanistan,Returnees,45
1998,India,Armenia,Returnees,5
1998,India,Bangladesh,Returnees,13420
1998,India,Iran (Islamic Rep. of),Returnees,1
1998,India,Sri Lanka,Returnees,116
1998,India,Somalia,Returnees,6
1998,Ireland,Bosnia and Herzegovina,Returnees,8
1998,Iran (Islamic Rep. of),Afghanistan,Returnees,14000
1998,Iran (Islamic Rep. of),Iraq,Returnees,12016
1998,Iran (Islamic Rep. of),Kazakhstan,Returnees,3585
1998,Iran (Islamic Rep. of),Philippines,Returnees,1
1998,Iraq,Eritrea,Returnees,8
1998,Iraq,Turkey,Returnees,626
1998,Israel,Bosnia and Herzegovina,Returnees,3
1998,Italy,Bosnia and Herzegovina,Returnees,167
1998,Jordan,Bosnia and Herzegovina,Returnees,11
1998,Jordan,Russian Federation,Returnees,34
1998,Japan,Viet Nam,Returnees,2
1998,Kazakhstan,Russian Federation,Returnees,16
1998,Kenya,Burundi,Returnees,6
1998,Kenya,Dem. Rep. of the Congo,Returnees,8
1998,Kenya,Ethiopia,Returnees,3311
1998,Kenya,Mozambique,Returnees,39
1998,Kenya,Rwanda,Returnees,40
1998,Kenya,Sudan,Returnees,89
1998,Kenya,Somalia,Returnees,1570
1998,Kenya,Uganda,Returnees,326
1998,Kyrgyzstan,Tajikistan,Returnees,1140
1998,Cambodia,Liberia,Returnees,1
1998,Lebanon,Somalia,Returnees,21
1998,Liberia,Sierra Leone,Returnees,78773
1998,Mexico,Guatemala,Returnees,3889
1998,Mexico,Honduras,Returnees,2
1998,Mexico,Peru,Returnees,1
1998,Mexico,El Salvador,Returnees,7
1998,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,101
1998,Mali,Congo,Returnees,3
1998,Mali,Liberia,Returnees,61
1998,Mali,Mauritania,Returnees,950
1998,Mali,Nigeria,Returnees,1
1998,Mozambique,Angola,Returnees,9
1998,Mozambique,Burundi,Returnees,1
1998,Mauritania,Liberia,Returnees,16
1998,Mauritania,Mali,Returnees,674
1998,Mauritania,Sierra Leone,Returnees,150
1998,Malawi,Dem. Rep. of the Congo,Returnees,101
1998,Malawi,Rwanda,Returnees,1
1998,Malaysia,Bosnia and Herzegovina,Returnees,10
1998,Malaysia,Cambodia,Returnees,2
1998,Malaysia,Somalia,Returnees,6
1998,Niger,Mali,Returnees,3712
1998,Niger,Chad,Returnees,283
1998,Nigeria,Liberia,Returnees,802
1998,Nigeria,Sierra Leone,Returnees,50
1998,Netherlands,Bosnia and Herzegovina,Returnees,165
1998,Norway,Bosnia and Herzegovina,Returnees,449
1998,Pakistan,Afghanistan,Returnees,93000
1998,Pakistan,Kazakhstan,Returnees,23
1998,Pakistan,Somalia,Returnees,5
1998,Peru,Chile,Returnees,3
1998,Philippines,Iran (Islamic Rep. of),Returnees,1
1998,Philippines,Rwanda,Returnees,1
1998,Philippines,Somalia,Returnees,1
1998,Philippines,Viet Nam,Returnees,20
1998,Paraguay,Cuba,Returnees,2
1998,Russian Federation,Cameroon,Returnees,1
1998,Russian Federation,Georgia,Returnees,1495
1998,Rwanda,Burundi,Returnees,981
1998,Rwanda,Burkina Faso,Returnees,1
1998,Rwanda,Dem. Rep. of the Congo,Returnees,13
1998,Rwanda,Philippines,Returnees,1
1998,Saudi Arabia,Iraq,Returnees,9
1998,Saudi Arabia,Kazakhstan,Returnees,85
1998,Sudan,Eritrea,Returnees,5063
1998,Sudan,Ethiopia,Returnees,8406
1998,Sudan,Liberia,Returnees,1
1998,Sudan,Uganda,Returnees,51
1998,Senegal,Mauritania,Returnees,6000
1998,Sierra Leone,Liberia,Returnees,643
1998,Somalia,Philippines,Returnees,1
1998,Somalia,South Africa,Returnees,39
1998,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,20047
1998,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,19822
1998,Slovenia,Bosnia and Herzegovina,Returnees,550
1998,Sweden,Bosnia and Herzegovina,Returnees,342
1998,Syrian Arab Rep.,Iraq,Returnees,39
1998,Chad,Dem. Rep. of the Congo,Returnees,2
1998,Chad,Congo,Returnees,2
1998,Chad,Ethiopia,Returnees,1
1998,Chad,Rwanda,Returnees,1
1998,Chad,Sudan,Returnees,1
1998,Togo,Burundi,Returnees,1
1998,Togo,Ghana,Returnees,1077
1998,Togo,Rwanda,Returnees,1
1998,Thailand,Bosnia and Herzegovina,Returnees,1
1998,Thailand,Cambodia,Returnees,7143
1998,Thailand,Lao People's Dem. Rep.,Returnees,6
1998,Tajikistan,Kazakhstan,Returnees,9620
1998,Tajikistan,Kyrgyzstan,Returnees,1150
1998,Tajikistan,Uzbekistan,Returnees,16
1998,Turkmenistan,Tajikistan,Returnees,2490
1998,Tunisia,Bosnia and Herzegovina,Returnees,2
1998,Tunisia,Algeria,Returnees,1
1998,Tunisia,Chad,Returnees,1
1998,Turkey,Bosnia and Herzegovina,Returnees,293
1998,Turkey,Iran (Islamic Rep. of),Returnees,1
1998,Turkey,Kazakhstan,Returnees,1107
1998,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
1998,United Rep. of Tanzania,Burundi,Returnees,14763
1998,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,52700
1998,United Rep. of Tanzania,Rwanda,Returnees,2558
1998,Uganda,Burundi,Returnees,2
1998,Uganda,Dem. Rep. of the Congo,Returnees,9545
1998,Uganda,Kenya,Returnees,10
1998,Uganda,Liberia,Returnees,1
1998,Uganda,Rwanda,Returnees,4358
1998,Ukraine,Burundi,Returnees,3
1998,Ukraine,Cameroon,Returnees,4
1998,Ukraine,Congo,Returnees,28
1998,Ukraine,Ethiopia,Returnees,5
1998,Ukraine,Sierra Leone,Returnees,1
1998,Ukraine,Somalia,Returnees,4
1998,Uruguay,Colombia,Returnees,1
1998,Uruguay,Gambia,Returnees,1
1998,United States of America,Bosnia and Herzegovina,Returnees,1
1998,Uzbekistan,Afghanistan,Returnees,1
1998,Uzbekistan,Tajikistan,Returnees,11
1998,Venezuela (Bolivarian Republic of),Argentina,Returnees,1
1998,Venezuela (Bolivarian Republic of),Chile,Returnees,12
1998,Venezuela (Bolivarian Republic of),Haiti,Returnees,1
1998,Various/Unknown,Eritrea,Returnees,1260
1998,Various/Unknown,Croatia,Returnees,5000
1998,Various/Unknown,Lao People's Dem. Rep.,Returnees,6
1998,Various/Unknown,Liberia,Returnees,33
1998,Various/Unknown,Nicaragua,Returnees,67
1998,Various/Unknown,Rwanda,Returnees,21
1998,Various/Unknown,Somalia,Returnees,57
1998,Yemen,Eritrea,Returnees,29
1998,Yemen,Ethiopia,Returnees,6
1998,Yemen,Somalia,Returnees,1659
1998,South Africa,Burundi,Returnees,1
1998,South Africa,Dem. Rep. of the Congo,Returnees,6
1998,South Africa,Ethiopia,Returnees,1
1998,South Africa,Somalia,Returnees,39
1998,Zambia,Angola,Returnees,5137
1998,Zambia,Dem. Rep. of the Congo,Returnees,201
1999,Afghanistan,Tajikistan,Returnees,63
1999,Angola,Dem. Rep. of the Congo,Returnees,4
1999,Albania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,435790
1999,Argentina,Lao People's Dem. Rep.,Returnees,23
1999,Argentina,Ukraine,Returnees,2
1999,Australia,Bosnia and Herzegovina,Returnees,1
1999,Australia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3449
1999,Austria,Bosnia and Herzegovina,Returnees,650
1999,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3467
1999,Burundi,Dem. Rep. of the Congo,Returnees,3621
1999,Burundi,Nigeria,Returnees,1
1999,Burundi,Rwanda,Returnees,696
1999,Belgium,Bosnia and Herzegovina,Returnees,34
1999,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1070
1999,Benin,Chad,Returnees,14
1999,Burkina Faso,Ghana,Returnees,1
1999,Bangladesh,Myanmar,Returnees,1128
1999,Bangladesh,Somalia,Returnees,10
1999,Bulgaria,Congo,Returnees,1
1999,Bulgaria,Iran (Islamic Rep. of),Returnees,1
1999,Bulgaria,Sudan,Returnees,1
1999,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,14
1999,Bulgaria,United Rep. of Tanzania,Returnees,3
1999,Bulgaria,Uzbekistan,Returnees,1
1999,Bosnia and Herzegovina,Croatia,Returnees,1078
1999,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,45700
1999,Belize,Guatemala,Returnees,37
1999,Bolivia (Plurinational State of),Peru,Returnees,4
1999,Botswana,Namibia,Returnees,1381
1999,Central African Rep.,Dem. Rep. of the Congo,Returnees,1425
1999,Central African Rep.,Congo,Returnees,3
1999,Central African Rep.,Mali,Returnees,4
1999,Central African Rep.,Rwanda,Returnees,2
1999,Central African Rep.,Sudan,Returnees,3
1999,Central African Rep.,Chad,Returnees,928
1999,Canada,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1787
1999,Switzerland,Bosnia and Herzegovina,Returnees,111
1999,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,15817
1999,Chile,Peru,Returnees,14
1999,C̫te d'Ivoire,Liberia,Returnees,31633
1999,Cameroon,Burundi,Returnees,9
1999,Cameroon,Dem. Rep. of the Congo,Returnees,5
1999,Dem. Rep. of the Congo,Angola,Returnees,19205
1999,Dem. Rep. of the Congo,Burundi,Returnees,770
1999,Dem. Rep. of the Congo,Congo,Returnees,52240
1999,Dem. Rep. of the Congo,Rwanda,Returnees,35996
1999,Dem. Rep. of the Congo,Sudan,Returnees,40
1999,Congo,Angola,Returnees,740
1999,Congo,Burundi,Returnees,21
1999,Congo,Dem. Rep. of the Congo,Returnees,7
1999,Congo,Rwanda,Returnees,65
1999,Congo,Chad,Returnees,16
1999,Colombia,El Salvador,Returnees,3
1999,Cabo Verde,Guinea-Bissau,Returnees,456
1999,Costa Rica,Colombia,Returnees,7
1999,Costa Rica,Peru,Returnees,6
1999,Costa Rica,El Salvador,Returnees,5
1999,Cuba,Chile,Returnees,3
1999,Cuba,Namibia,Returnees,1
1999,Czech Rep.,Cambodia,Returnees,1
1999,Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,883
1999,Germany,Bosnia and Herzegovina,Returnees,23500
1999,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,18283
1999,Djibouti,Ethiopia,Returnees,169
1999,Djibouti,Sudan,Returnees,1
1999,Djibouti,Somalia,Returnees,158
1999,Denmark,Bosnia and Herzegovina,Returnees,69
1999,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1262
1999,Algeria,Mali,Returnees,41
1999,Ecuador,Chile,Returnees,4
1999,Ecuador,Colombia,Returnees,1
1999,Ecuador,Haiti,Returnees,1
1999,Ecuador,Iran (Islamic Rep. of),Returnees,1
1999,Egypt,Sudan,Returnees,3
1999,Egypt,Somalia,Returnees,3
1999,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1029
1999,Ethiopia,Somalia,Returnees,22990
1999,Finland,Bosnia and Herzegovina,Returnees,7
1999,Finland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,409
1999,France,Bosnia and Herzegovina,Returnees,5
1999,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2566
1999,United Kingdom,Bosnia and Herzegovina,Returnees,4
1999,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1428
1999,Ghana,Burkina Faso,Returnees,1
1999,Ghana,Liberia,Returnees,350
1999,Guinea,Burundi,Returnees,2
1999,Guinea,Guinea-Bissau,Returnees,402
1999,Guinea,Liberia,Returnees,71008
1999,Gambia,Guinea-Bissau,Returnees,234
1999,Gambia,Senegal,Returnees,93
1999,Guinea-Bissau,Senegal,Returnees,332
1999,Greece,Iran (Islamic Rep. of),Returnees,1
1999,Guatemala,Nicaragua,Returnees,61
1999,Guatemala,Peru,Returnees,1
1999,Guatemala,El Salvador,Returnees,21
1999,"China, Hong Kong SAR",Algeria,Returnees,1
1999,"China, Hong Kong SAR",Guinea-Bissau,Returnees,1
1999,"China, Hong Kong SAR",Indonesia,Returnees,5
1999,"China, Hong Kong SAR",Viet Nam,Returnees,71
1999,Honduras,Haiti,Returnees,1
1999,Croatia,Bosnia and Herzegovina,Returnees,1900
1999,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,906
1999,Haiti,Honduras,Returnees,1
1999,Hungary,Bosnia and Herzegovina,Returnees,51
1999,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,404
1999,Indonesia,Timor-Leste,Returnees,127528
1999,India,Afghanistan,Returnees,62
1999,India,Iran (Islamic Rep. of),Returnees,1
1999,India,Sri Lanka,Returnees,95
1999,Ireland,Bosnia and Herzegovina,Returnees,9
1999,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,202
1999,Iran (Islamic Rep. of),Afghanistan,Returnees,161094
1999,Iran (Islamic Rep. of),Iraq,Returnees,20593
1999,Iraq,Eritrea,Returnees,2
1999,Iraq,Turkey,Returnees,108
1999,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,31
1999,Israel,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,223
1999,Italy,Bosnia and Herzegovina,Returnees,59
1999,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3870
1999,Jordan,Bosnia and Herzegovina,Returnees,10
1999,Jordan,Russian Federation,Returnees,4
1999,Japan,Afghanistan,Returnees,1
1999,Japan,Iran (Islamic Rep. of),Returnees,1
1999,Kazakhstan,Russian Federation,Returnees,14
1999,Kazakhstan,Tajikistan,Returnees,492
1999,Kenya,Burundi,Returnees,16
1999,Kenya,Dem. Rep. of the Congo,Returnees,6
1999,Kenya,Eritrea,Returnees,1
1999,Kenya,Ethiopia,Returnees,1466
1999,Kenya,Liberia,Returnees,1
1999,Kenya,Rwanda,Returnees,26
1999,Kenya,Sudan,Returnees,90
1999,Kenya,Somalia,Returnees,34
1999,Kenya,Uganda,Returnees,236
1999,Kyrgyzstan,Tajikistan,Returnees,1862
1999,Cambodia,Sri Lanka,Returnees,1
1999,Lebanon,Somalia,Returnees,1
1999,Liberia,Cyprus,Returnees,3
1999,Liberia,Sierra Leone,Returnees,3500
1999,Libya,Somalia,Returnees,122
1999,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,194
1999,Mexico,Guatemala,Returnees,1999
1999,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,380
1999,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,233400
1999,Mali,Burundi,Returnees,1
1999,Mali,Congo,Returnees,1
1999,Mali,Chad,Returnees,2
1999,Malta,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,109
1999,Mozambique,Burundi,Returnees,7
1999,Malaysia,Afghanistan,Returnees,2
1999,Malaysia,Viet Nam,Returnees,2
1999,Namibia,Zambia,Returnees,5
1999,Niger,Central African Rep.,Returnees,1
1999,Niger,C̫te d'Ivoire,Returnees,2
1999,Niger,Congo,Returnees,2
1999,Niger,Mali,Returnees,5000
1999,Niger,Mauritania,Returnees,1
1999,Niger,Sudan,Returnees,20
1999,Niger,Somalia,Returnees,26
1999,Niger,Chad,Returnees,1168
1999,Nigeria,Liberia,Returnees,135
1999,Netherlands,Bosnia and Herzegovina,Returnees,194
1999,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2687
1999,Norway,Bosnia and Herzegovina,Returnees,95
1999,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3660
1999,New Zealand,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,15
1999,Pakistan,Afghanistan,Returnees,91834
1999,Panama,Colombia,Returnees,39
1999,Panama,El Salvador,Returnees,1
1999,Philippines,Somalia,Returnees,1
1999,Philippines,Viet Nam,Returnees,14
1999,Poland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,748
1999,Portugal,Guinea-Bissau,Returnees,19
1999,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1016
1999,Romania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,368
1999,Russian Federation,Angola,Returnees,2
1999,Russian Federation,Dem. Rep. of the Congo,Returnees,4
1999,Russian Federation,Cyprus,Returnees,1
1999,Russian Federation,Georgia,Returnees,269
1999,Rwanda,Burundi,Returnees,95
1999,Rwanda,Dem. Rep. of the Congo,Returnees,12000
1999,Saudi Arabia,Iraq,Returnees,102
1999,Sudan,Dem. Rep. of the Congo,Returnees,209
1999,Sudan,Eritrea,Returnees,1219
1999,Senegal,Congo,Returnees,1
1999,Senegal,Guinea-Bissau,Returnees,4164
1999,Senegal,Liberia,Returnees,4
1999,Senegal,Niger,Returnees,14
1999,Senegal,Sierra Leone,Returnees,2
1999,Senegal,Chad,Returnees,2
1999,Singapore,Indonesia,Returnees,3
1999,Sierra Leone,Liberia,Returnees,1129
1999,Somalia,Ethiopia,Returnees,207
1999,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,3700
1999,Serbia and Kosovo (S/RES/1244 (1999)),Cyprus,Returnees,386
1999,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,9500
1999,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,93
1999,Slovenia,Bosnia and Herzegovina,Returnees,150
1999,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2843
1999,Sweden,Bosnia and Herzegovina,Returnees,82
1999,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1556
1999,Chad,Dem. Rep. of the Congo,Returnees,1
1999,Chad,Sudan,Returnees,1
1999,Togo,Burundi,Returnees,1
1999,Thailand,Cambodia,Returnees,36164
1999,Thailand,Lao People's Dem. Rep.,Returnees,1185
1999,Turkmenistan,Afghanistan,Returnees,38
1999,Turkmenistan,Azerbaijan,Returnees,38
1999,Turkmenistan,Tajikistan,Returnees,2261
1999,Tunisia,Bosnia and Herzegovina,Returnees,3
1999,Turkey,Bosnia and Herzegovina,Returnees,211
1999,Turkey,Iran (Islamic Rep. of),Returnees,4
1999,Turkey,Iraq,Returnees,37
1999,Turkey,Palestinian,Returnees,2
1999,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,18950
1999,United Rep. of Tanzania,Burundi,Returnees,11317
1999,United Rep. of Tanzania,Rwanda,Returnees,1048
1999,Uganda,Rwanda,Returnees,501
1999,Uganda,Sudan,Returnees,4
1999,Uganda,Somalia,Returnees,720
1999,Ukraine,Congo,Returnees,4
1999,Ukraine,Georgia,Returnees,1
1999,Ukraine,Ghana,Returnees,1
1999,Ukraine,Liberia,Returnees,1
1999,Ukraine,Tajikistan,Returnees,15
1999,Uruguay,Colombia,Returnees,1
1999,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2905
1999,Uzbekistan,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,5
1999,Uzbekistan,Tajikistan,Returnees,1
1999,Venezuela (Bolivarian Republic of),Colombia,Returnees,1
1999,Venezuela (Bolivarian Republic of),Haiti,Returnees,5
1999,Various/Unknown,Bosnia and Herzegovina,Returnees,558
1999,Various/Unknown,Eritrea,Returnees,289
1999,Various/Unknown,Kazakhstan,Returnees,9732
1999,Various/Unknown,Lao People's Dem. Rep.,Returnees,29
1999,Various/Unknown,Rwanda,Returnees,70
1999,Various/Unknown,Somalia,Returnees,3
1999,Yemen,Eritrea,Returnees,5
1999,Yemen,Ethiopia,Returnees,17
1999,Yemen,Somalia,Returnees,1856
1999,South Africa,Burundi,Returnees,2
1999,South Africa,Dem. Rep. of the Congo,Returnees,2
1999,South Africa,Ethiopia,Returnees,8
1999,South Africa,Rwanda,Returnees,4
1999,South Africa,Somalia,Returnees,27
1999,Zambia,Angola,Returnees,5
1999,Zambia,Burundi,Returnees,1
1999,Zambia,Rwanda,Returnees,9
1999,Zimbabwe,Burundi,Returnees,1
1999,Zimbabwe,Liberia,Returnees,3
1999,Zimbabwe,Rwanda,Returnees,3
1999,Zimbabwe,Sudan,Returnees,5
2000,Afghanistan,India,Returnees,19
2000,Afghanistan,Turkey,Returnees,6
2000,Angola,Central African Rep.,Returnees,2
2000,Angola,Dem. Rep. of the Congo,Returnees,544
2000,Albania,Peru,Returnees,1
2000,Albania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,146
2000,Argentina,Haiti,Returnees,1
2000,Australia,Bosnia and Herzegovina,Returnees,18
2000,Australia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,204
2000,Australia,Timor-Leste,Returnees,648
2000,Austria,Bosnia and Herzegovina,Returnees,288
2000,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1355
2000,Azerbaijan,Turkmenistan,Returnees,27
2000,Burundi,Dem. Rep. of the Congo,Returnees,336
2000,Burundi,Congo,Returnees,1
2000,Burundi,Rwanda,Returnees,84
2000,Burundi,Somalia,Returnees,11
2000,Belgium,Bosnia and Herzegovina,Returnees,3
2000,Belgium,El Salvador,Returnees,1
2000,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2926
2000,Benin,Burundi,Returnees,1
2000,Benin,Cameroon,Returnees,3
2000,Benin,Dem. Rep. of the Congo,Returnees,4
2000,Benin,Congo,Returnees,16
2000,Benin,Rwanda,Returnees,4
2000,Benin,Sudan,Returnees,1
2000,Burkina Faso,Ghana,Returnees,1
2000,Burkina Faso,Chad,Returnees,1
2000,Burkina Faso,Togo,Returnees,1
2000,Bangladesh,Myanmar,Returnees,1323
2000,Bangladesh,Somalia,Returnees,3
2000,Bulgaria,Ethiopia,Returnees,1
2000,Bulgaria,Rwanda,Returnees,1
2000,Bulgaria,Sudan,Returnees,1
2000,Bosnia and Herzegovina,Algeria,Returnees,2
2000,Bosnia and Herzegovina,Croatia,Returnees,1545
2000,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,7503
2000,Belize,El Salvador,Returnees,1
